date,content,tweets-cleaned,tweets-norm,stopwords-remove,stemmed_tweets,tokenized_content,tokenized_without_stemmed,label-fix
2023-05-17 13:25:00,"Naik Biskita Trans Pakuan Berbayar Mulai 20 Mei, Rp 4.000 Satu Kali Perjalanan - https://t.co/S8HBwoI8mo #biskita #traspakuan #bogorkita #txtbogor",naik biskita trans pakuan berbayar mulai mei satu kali perjalanan,naik biskita trans pakuan berbayar mulai mei satu kali perjalanan,naik biskita trans pakuan berbayar mei kali perjalanan,naik biskita trans paku bayar mei kali jalan,"['naik', 'biskita', 'trans', 'paku', 'bayar', 'mei', 'kali', 'jalan']","['naik', 'biskita', 'trans', 'pakuan', 'berbayar', 'mei', 'kali', 'perjalanan']",Netral
2023-05-17 13:07:36,"Naik Biskita Berbayar Mulai 20 Mei, Rp 4.000 Satu Kali Perjalanan https://t.co/X9K2Ho0Ym0",naik biskita berbayar mulai mei satu kali perjalanan,naik biskita berbayar mulai mei satu kali perjalanan,naik biskita berbayar mei kali perjalanan,naik biskita bayar mei kali jalan,"['naik', 'biskita', 'bayar', 'mei', 'kali', 'jalan']","['naik', 'biskita', 'berbayar', 'mei', 'kali', 'perjalanan']",Netral
2023-05-17 12:44:59,"@bogorfess_ Sedihhh, bsk puas""in naik biskita lah mumpung masih gratis,tapi gapunya tempat tujuan 🙂",sedih bsk puas in naik biskita lah mumpung masih gratis tapi gapunya tempat tujuan,sedih besok puas ini naik biskita lah mumpung masih gratis tapi enggak punya tempat tujuan,sedih besok puas naik biskita mumpung gratis tujuan,sedih besok puas naik biskita mumpung gratis tuju,"['sedih', 'besok', 'puas', 'naik', 'biskita', 'mumpung', 'gratis', 'tuju']","['sedih', 'besok', 'puas', 'naik', 'biskita', 'mumpung', 'gratis', 'tujuan']",Positif
2023-05-17 12:20:03,"Breaking News!

Biskita Transpakuan resmi berbayar dengan Tarif 4.000 dalam 1 kali perjalanan.

Pemberlakuan tarif dimulai pada tanggal 20 Mei 2023.

Untuk Transit, mingor sendiri belum paham nih mekanisme nya. https://t.co/4vADNSnjGV","breaking news 

biskita transpakuan resmi berbayar dengan tarif dalam kali perjalanan 

pemberlakuan tarif dimulai pada tanggal mei 

untuk transit mingor sendiri belum paham nih mekanisme nya",breaking news biskita transpakuan resmi berbayar dengan tarif dalam kali perjalanan pemberlakuan tarif dimulai pada tanggal mei untuk transit mingor sendiri belum paham nih mekanisme nya,breaking news biskita transpakuan resmi berbayar tarif kali perjalanan pemberlakuan tarif tanggal mei transit mingor belum paham nih mekanisme nya,breaking news biskita transpakuan resmi bayar tarif kali jalan laku tarif tanggal mei transit mingor belum paham nih mekanisme nya,"['breaking', 'news', 'biskita', 'transpakuan', 'resmi', 'bayar', 'tarif', 'kali', 'jalan', 'laku', 'tarif', 'tanggal', 'mei', 'transit', 'mingor', 'belum', 'paham', 'nih', 'mekanisme', 'nya']","['breaking', 'news', 'biskita', 'transpakuan', 'resmi', 'berbayar', 'tarif', 'kali', 'perjalanan', 'pemberlakuan', 'tarif', 'tanggal', 'mei', 'transit', 'mingor', 'belum', 'paham', 'nih', 'mekanisme', 'nya']",Netral
2023-05-17 11:50:04,Semoga Bogorian yang akan menggunakan BISKITA Transpakuan dapat menyesuaikan tarif baru tersebut. Dan terima kasih untuk Bogorian yang selalu menggunakan BISKITA Transpakuan sebagai moda angkutan umum massal pilihan untuk beraktivitas.,semoga bogorian yang akan menggunakan biskita transpakuan dapat menyesuaikan tarif baru tersebut dan terima kasih untuk bogorian yang selalu menggunakan biskita transpakuan sebagai moda angkutan umum massal pilihan untuk beraktivitas,semoga bogorian yang akan menggunakan biskita transpakuan dapat menyesuaikan tarif baru tersebut dan terima kasih untuk bogorian yang selalu menggunakan biskita transpakuan sebagai moda angkutan umum massal pilihan untuk beraktivitas,semoga bogorian biskita transpakuan menyesuaikan tarif terima kasih bogorian biskita transpakuan moda angkutan massal pilihan beraktivitas,moga bogorian biskita transpakuan sesuai tarif terima kasih bogorian biskita transpakuan moda angkut massal pilih aktivitas,"['moga', 'bogorian', 'biskita', 'transpakuan', 'sesuai', 'tarif', 'terima', 'kasih', 'bogorian', 'biskita', 'transpakuan', 'moda', 'angkut', 'massal', 'pilih', 'aktivitas']","['semoga', 'bogorian', 'biskita', 'transpakuan', 'menyesuaikan', 'tarif', 'terima', 'kasih', 'bogorian', 'biskita', 'transpakuan', 'moda', 'angkutan', 'massal', 'pilihan', 'beraktivitas']",Positif
2023-05-17 11:49:43,"tarif BISKITA Transpakuan Bogor sebesar Rp 4.000,- untuk satu kali perjalanan atau satu rute.",tarif biskita transpakuan bogor sebesar untuk satu kali perjalanan atau satu rute,tarif biskita transpakuan bogor sebesar untuk satu kali perjalanan atau satu rute,tarif biskita transpakuan bogor kali perjalanan rute,tarif biskita transpakuan bogor kali jalan rute,"['tarif', 'biskita', 'transpakuan', 'bogor', 'kali', 'jalan', 'rute']","['tarif', 'biskita', 'transpakuan', 'bogor', 'kali', 'perjalanan', 'rute']",Netral
2023-05-17 11:49:20,"Hai Bogorian..

Tarif BISKITA Transpakuan Bogor kini sudah ditetapkan!!

Yuk simak postingan berikutnya.. https://t.co/BStmkQURok","hai bogorian 

tarif biskita transpakuan bogor kini sudah ditetapkan 

yuk simak postingan berikutnya",hai bogorian tarif biskita transpakuan bogor kini sudah ditetapkan yuk simak postingan berikutnya,hai bogorian tarif biskita transpakuan bogor ditetapkan yuk simak postingan,hai bogorian tarif biskita transpakuan bogor tetap yuk simak postingan,"['hai', 'bogorian', 'tarif', 'biskita', 'transpakuan', 'bogor', 'tetap', 'yuk', 'simak', 'postingan']","['hai', 'bogorian', 'tarif', 'biskita', 'transpakuan', 'bogor', 'ditetapkan', 'yuk', 'simak', 'postingan']",Netral
2023-05-17 11:32:50,@bogorfess_ Biskita udah resmi bayar guyssss https://t.co/G72FSzKIfs,biskita udah resmi bayar guyss,biskita sudah resmi bayar guyss,biskita resmi bayar guyss,biskita resmi bayar guyss,"['biskita', 'resmi', 'bayar', 'guyss']","['biskita', 'resmi', 'bayar', 'guyss']",Netral
2023-05-17 10:44:52,@bogorfess_ Mau tanya dong apk biskita kenapa no internet connection mulu ya? Daal pake wifi,mau tanya dong apk biskita kenapa no internet connection mulu ya daal pake wifi,mau tanya dong apk biskita kenapa no internet connection mulu ya daal pakai wifi,mau tanya apk biskita no internet connection mulu ya daal pakai wifi,mau tanya apk biskita no internet connection mulu ya daal pakai wifi,"['mau', 'tanya', 'apk', 'biskita', 'no', 'internet', 'connection', 'mulu', 'ya', 'daal', 'pakai', 'wifi']","['mau', 'tanya', 'apk', 'biskita', 'no', 'internet', 'connection', 'mulu', 'ya', 'daal', 'pakai', 'wifi']",Negatif
2023-05-17 10:44:12,@txtdaribogor Paling bener naik Biskita sepanjang asal dan tujuan perjalanan kita terlayani Biskita.,paling bener naik biskita sepanjang asal dan tujuan perjalanan kita terlayani biskita,paling benar naik biskita sepanjang asal dan tujuan perjalanan kita terlayani biskita,naik biskita tujuan perjalanan terlayani biskita,naik biskita tuju jalan layan biskita,"['naik', 'biskita', 'tuju', 'jalan', 'layan', 'biskita']","['naik', 'biskita', 'tujuan', 'perjalanan', 'terlayani', 'biskita']",Positif
2023-05-17 10:42:17,#biskita Resmi Berbayar https://t.co/rn3tn8jcUf,resmi berbayar,resmi berbayar,resmi berbayar,resmi bayar,"['resmi', 'bayar']","['resmi', 'berbayar']",Netral
2023-05-17 10:30:59,yaa gpp bagus biar nanti angkot gak sensi sm biskita mulu https://t.co/nWNIRZUkXZ,yaa gpp bagus biar nanti angkot gak sensi sm biskita mulu,ya enggak apa-apa bagus biar nanti angkot enggak sensi sama biskita mulu,ya apa-apa bagus biar angkot sensi biskita mulu,ya apa bagus biar angkot sensi biskita mulu,"['ya', 'apa', 'bagus', 'biar', 'angkot', 'sensi', 'biskita', 'mulu']","['ya', 'apa-apa', 'bagus', 'biar', 'angkot', 'sensi', 'biskita', 'mulu']",Positif
2023-05-17 10:26:31,"@txtdaribogor Ya pan dari dl yg bikin macet ma kendaraan pribadi yg jumlahnya makin banyak, makanya dibatasi. Percuma aja ada biskita.
Katanya dl angkot mw diremajain, jadi ga sih?
Ama bus2 masi banyak yg ga layak.","ya pan dari dl yg bikin macet ma kendaraan pribadi yg jumlahnya makin banyak makanya dibatasi percuma aja ada biskita 
katanya dl angkot mw diremajain jadi ga sih 
ama bus masi banyak yg ga layak",ya kapan dari dulu yang bikin macet sama kendaraan pribadi yang jumlahnya makin banyak makanya dibatasi percuma saja ada biskita katanya dulu angkot mau diremajain jadi enggak sih sama bus masih banyak yang enggak layak,ya bikin macet kendaraan pribadi dibatasi percuma biskita angkot mau diremajain sih bus layak,ya bikin macet kendara pribadi batas percuma biskita angkot mau diremajain sih bus layak,"['ya', 'bikin', 'macet', 'kendara', 'pribadi', 'batas', 'percuma', 'biskita', 'angkot', 'mau', 'diremajain', 'sih', 'bus', 'layak']","['ya', 'bikin', 'macet', 'kendaraan', 'pribadi', 'dibatasi', 'percuma', 'biskita', 'angkot', 'mau', 'diremajain', 'sih', 'bus', 'layak']",Negatif
2023-05-17 10:03:10,hari ini naik biskita lg setelahhh hampir 8 bulannnnn,hari ini naik biskita lg setelah hampir bulan,hari ini naik biskita lagi setelah hampir bulan,naik biskita,naik biskita,"['naik', 'biskita']","['naik', 'biskita']",Positif
2023-05-17 09:23:02,"@bogorfess_ Baru tahu ada biskita sampe sono, jauh juga ya..",baru tahu ada biskita sampe sono jauh juga ya,baru tahu ada biskita sampai sono jauh juga ya,biskita sono jauh ya,biskita sono jauh ya,"['biskita', 'sono', 'jauh', 'ya']","['biskita', 'sono', 'jauh', 'ya']",Netral
2023-05-17 09:05:00,[bgr] kadang suka mau nangis kalo nunggu biskita lama banget mana ak baliknya ke pamijahan 😭😭 https://t.co/2Cbz643TJO,bgr kadang suka mau nangis kalo nunggu biskita lama banget mana ak baliknya ke pamijahan,bgr kadang suka mau menangis kalo menunggu biskita lama banget mana aku baliknya ke pamijahan,bgr kadang suka mau menangis kalo menunggu biskita lama banget mana baliknya pamijahan,bgr kadang suka mau menang kalo tunggu biskita lama banget mana balik pamijahan,"['bgr', 'kadang', 'suka', 'mau', 'menang', 'kalo', 'tunggu', 'biskita', 'lama', 'banget', 'mana', 'balik', 'pamijahan']","['bgr', 'kadang', 'suka', 'mau', 'menangis', 'kalo', 'menunggu', 'biskita', 'lama', 'banget', 'mana', 'baliknya', 'pamijahan']",Negatif
2023-05-17 04:31:36,kek aseli gue tinggal naik biskita di pandu raya bakal nyampe juga di recis (walau jalannya lebih jauh) ini malah naik angkot muter2 kmn mn,kek aseli gue tinggal naik biskita di pandu raya bakal nyampe juga di recis walau jalannya lebih jauh ini malah naik angkot muter kmn mn,kayak aseli aku tinggal naik biskita di pandu raya bakal sampai juga di recis walau jalannya lebih jauh ini malah naik angkot muter kemana mana,kayak aseli tinggal naik biskita pandu raya recis jalannya jauh naik angkot muter kemana mana,kayak aseli tinggal naik biskita pandu raya recis jalan jauh naik angkot muter mana mana,"['kayak', 'aseli', 'tinggal', 'naik', 'biskita', 'pandu', 'raya', 'recis', 'jalan', 'jauh', 'naik', 'angkot', 'muter', 'mana', 'mana']","['kayak', 'aseli', 'tinggal', 'naik', 'biskita', 'pandu', 'raya', 'recis', 'jalannya', 'jauh', 'naik', 'angkot', 'muter', 'kemana', 'mana']",Positif
2023-05-17 02:51:16,"“Bagi tia yg belum kawin atu bah kami ani sibuk mikirkan anak lagi banyak commitments”

Awu kamu saja behidup kami yang ngalih inda papa semoga selamat anak2 biskita dari sumpah seranah yeee","bagi tia yg belum kawin atu bah kami ani sibuk mikirkan anak lagi banyak commitments 

awu kamu saja behidup kami yang ngalih inda papa semoga selamat anak biskita dari sumpah seranah ye",bagi tia yang belum kawin satu bah kami ani sibuk mikirkan anak lagi banyak commitments awu kamu saja behidup kami yang ngalih inda papa semoga selamat anak biskita dari sumpah seranah ye,tia belum kawin bah ani sibuk mikirkan anak commitments awu behidup ngalih inda papa semoga selamat anak biskita sumpah seranah ye,tia belum kawin bah ani sibuk mikirkan anak commitments awu behidup ngalih inda papa moga selamat anak biskita sumpah seranah ye,"['tia', 'belum', 'kawin', 'bah', 'ani', 'sibuk', 'mikirkan', 'anak', 'commitments', 'awu', 'behidup', 'ngalih', 'inda', 'papa', 'moga', 'selamat', 'anak', 'biskita', 'sumpah', 'seranah', 'ye']","['tia', 'belum', 'kawin', 'bah', 'ani', 'sibuk', 'mikirkan', 'anak', 'commitments', 'awu', 'behidup', 'ngalih', 'inda', 'papa', 'semoga', 'selamat', 'anak', 'biskita', 'sumpah', 'seranah', 'ye']",Spam/Hapus
2023-05-17 01:45:01,[bgr] kalo naek biskita turun halte apa ya ? https://t.co/52alzeQ0oR,bgr kalo naek biskita turun halte apa ya,bgr kalo naik biskita turun halte apa ya,bgr kalo naik biskita turun halte apa ya,bgr kalo naik biskita turun halte apa ya,"['bgr', 'kalo', 'naik', 'biskita', 'turun', 'halte', 'apa', 'ya']","['bgr', 'kalo', 'naik', 'biskita', 'turun', 'halte', 'apa', 'ya']",Netral
2023-05-17 01:30:00,[bgr] operasional biskita masih normal kan ya ?,bgr operasional biskita masih normal kan ya,bgr operasional biskita masih normal kan ya,bgr operasional biskita normal ya,bgr operasional biskita normal ya,"['bgr', 'operasional', 'biskita', 'normal', 'ya']","['bgr', 'operasional', 'biskita', 'normal', 'ya']",Netral
2023-05-17 00:43:53,Biskita dah bayar ygy,biskita dah bayar ygy,biskita udah bayar ygy,biskita udah bayar ygy,biskita udah bayar ygy,"['biskita', 'udah', 'bayar', 'ygy']","['biskita', 'udah', 'bayar', 'ygy']",Negatif
2023-05-16 17:20:34,Rute Bus Trans Pakuan Bogor - https://t.co/ZnUUGI3Els,rute bus trans pakuan bogor,rute bus trans pakuan bogor,rute bus trans pakuan bogor,rute bus trans paku bogor,"['rute', 'bus', 'trans', 'paku', 'bogor']","['rute', 'bus', 'trans', 'pakuan', 'bogor']",Netral
2023-05-16 15:35:22,"Tulung tulung, ini lokasi penyambutan penumpang Trans Pakuan dari Bogor untuk transit ke Transjkt maupun LRT. Mau ditaro mana manusianya ya? 🙏🏼

@TfJakarta @DishubDKI_JKT @dishub_jabar @PT_Transjakarta @BimaAryaS @ridwankamil https://t.co/r1XvDKMoeI","tulung tulung ini lokasi penyambutan penumpang trans pakuan dari bogor untuk transit ke transjkt maupun lrt mau ditaro mana manusianya ya 

",tulung tulung ini lokasi penyambutan penumpang trans pakuan dari bogor untuk transit ke transjkt maupun lrt mau ditaro mana manusianya ya,tulung tulung lokasi penyambutan penumpang trans pakuan bogor transit transjkt lrt mau ditaro mana manusianya ya,tulung tulung lokasi sambut tumpang trans paku bogor transit transjkt lrt mau ditaro mana manusia ya,"['tulung', 'tulung', 'lokasi', 'sambut', 'tumpang', 'trans', 'paku', 'bogor', 'transit', 'transjkt', 'lrt', 'mau', 'ditaro', 'mana', 'manusia', 'ya']","['tulung', 'tulung', 'lokasi', 'penyambutan', 'penumpang', 'trans', 'pakuan', 'bogor', 'transit', 'transjkt', 'lrt', 'mau', 'ditaro', 'mana', 'manusianya', 'ya']",Netral
2023-05-16 07:05:03,Rencana integrasi program antara TransJakarta dengan Trans Pakuan bisa menambah pilihan mobilitas warga Bogor yang bekerja di Jakarta. Namunm   https://t.co/mdACyYraJW,rencana integrasi program antara transjakarta dengan trans pakuan bisa menambah pilihan mobilitas warga bogor yang bekerja di jakarta namunm,rencana integrasi program antara transjakarta dengan trans pakuan bisa menambah pilihan mobilitas warga bogor yang bekerja di jakarta namunm,rencana integrasi program transjakarta trans pakuan bisa menambah pilihan mobilitas warga bogor jakarta namunm,rencana integrasi program transjakarta trans paku bisa tambah pilih mobilitas warga bogor jakarta namunm,"['rencana', 'integrasi', 'program', 'transjakarta', 'trans', 'paku', 'bisa', 'tambah', 'pilih', 'mobilitas', 'warga', 'bogor', 'jakarta', 'namunm']","['rencana', 'integrasi', 'program', 'transjakarta', 'trans', 'pakuan', 'bisa', 'menambah', 'pilihan', 'mobilitas', 'warga', 'bogor', 'jakarta', 'namunm']",Positif
2023-05-16 07:01:07,Jujur kalau kata gua lebih susah naik biskita bogor daripada naik tj terutama kalau berdiri. Jalannya kulak kelok dah gitu naik turun gak stabil kaya jalan tj di jakarta,jujur kalau kata gua lebih susah naik biskita bogor daripada naik tj terutama kalau berdiri jalannya kulak kelok dah gitu naik turun gak stabil kaya jalan tj di jakarta,jujur kalau kata aku lebih susah naik biskita bogor daripada naik tj terutama kalau berdiri jalannya kulak kelok udah begitu naik turun enggak stabil kayak jalan tj di jakarta,jujur susah naik biskita bogor naik tj berdiri jalannya kulak kelok udah naik turun stabil kayak jalan tj jakarta,jujur susah naik biskita bogor naik tj diri jalan kulak kelok udah naik turun stabil kayak jalan tj jakarta,"['jujur', 'susah', 'naik', 'biskita', 'bogor', 'naik', 'tj', 'diri', 'jalan', 'kulak', 'kelok', 'udah', 'naik', 'turun', 'stabil', 'kayak', 'jalan', 'tj', 'jakarta']","['jujur', 'susah', 'naik', 'biskita', 'bogor', 'naik', 'tj', 'berdiri', 'jalannya', 'kulak', 'kelok', 'udah', 'naik', 'turun', 'stabil', 'kayak', 'jalan', 'tj', 'jakarta']",Spam/Hapus
2023-05-16 06:40:00,PT TransJakarta bakal lakukan uji coba penyambungan rute dengan TransPakuan tahun ini agar bisa memfasilitasi warga Bogor masuk ke Jakarta. https://t.co/ptzL4yzywh,pt transjakarta bakal lakukan uji coba penyambungan rute dengan transpakuan tahun ini agar bisa memfasilitasi warga bogor masuk ke jakarta,pt transjakarta bakal lakukan uji coba penyambungan rute dengan transpakuan tahun ini agar bisa memfasilitasi warga bogor masuk ke jakarta,pt transjakarta lakukan uji coba penyambungan rute transpakuan bisa memfasilitasi warga bogor masuk jakarta,pt transjakarta laku uji coba sambung rute transpakuan bisa fasilitas warga bogor masuk jakarta,"['pt', 'transjakarta', 'laku', 'uji', 'coba', 'sambung', 'rute', 'transpakuan', 'bisa', 'fasilitas', 'warga', 'bogor', 'masuk', 'jakarta']","['pt', 'transjakarta', 'lakukan', 'uji', 'coba', 'penyambungan', 'rute', 'transpakuan', 'bisa', 'memfasilitasi', 'warga', 'bogor', 'masuk', 'jakarta']",Netral
2023-05-16 06:39:33,"Trans Jakarta dan Trans Pakuan Akan Segera Nyambung, Jakarta-Bogor Bebas Macet? https://t.co/fM93bhK4gd",trans jakarta dan trans pakuan akan segera nyambung jakarta bogor bebas macet,trans jakarta dan trans pakuan akan segera menyambung jakarta bogor bebas macet,trans jakarta trans pakuan menyambung jakarta bogor bebas macet,trans jakarta trans paku sambung jakarta bogor bebas macet,"['trans', 'jakarta', 'trans', 'paku', 'sambung', 'jakarta', 'bogor', 'bebas', 'macet']","['trans', 'jakarta', 'trans', 'pakuan', 'menyambung', 'jakarta', 'bogor', 'bebas', 'macet']",Netral
2023-05-16 06:12:08,PT Transjakarta Bakal Uji Coba Penyambungan Rute Layanan dengan Trans Pakuan https://t.co/7GXeg6wNH6,pt transjakarta bakal uji coba penyambungan rute layanan dengan trans pakuan,pt transjakarta bakal uji coba penyambungan rute layanan dengan trans pakuan,pt transjakarta uji coba penyambungan rute layanan trans pakuan,pt transjakarta uji coba sambung rute layan trans paku,"['pt', 'transjakarta', 'uji', 'coba', 'sambung', 'rute', 'layan', 'trans', 'paku']","['pt', 'transjakarta', 'uji', 'coba', 'penyambungan', 'rute', 'layanan', 'trans', 'pakuan']",Netral
2023-05-16 05:30:01,[bgr] ke gedung braja mustika semeru bisa naik biskita ga?,bgr ke gedung braja mustika semeru bisa naik biskita ga,bgr ke gedung braja mustika semeru bisa naik biskita enggak,bgr gedung braja mustika semeru bisa naik biskita,bgr gedung braja mustika meru bisa naik biskita,"['bgr', 'gedung', 'braja', 'mustika', 'meru', 'bisa', 'naik', 'biskita']","['bgr', 'gedung', 'braja', 'mustika', 'semeru', 'bisa', 'naik', 'biskita']",Netral
2023-05-16 02:47:10,Transjakarta Uji Coba Penyambungan Rute Layanan dengan Transpakuan Bogor Tahun Ini https://t.co/gf6RhjmxMO,transjakarta uji coba penyambungan rute layanan dengan transpakuan bogor tahun ini,transjakarta uji coba penyambungan rute layanan dengan transpakuan bogor tahun ini,transjakarta uji coba penyambungan rute layanan transpakuan bogor,transjakarta uji coba sambung rute layan transpakuan bogor,"['transjakarta', 'uji', 'coba', 'sambung', 'rute', 'layan', 'transpakuan', 'bogor']","['transjakarta', 'uji', 'coba', 'penyambungan', 'rute', 'layanan', 'transpakuan', 'bogor']",Netral
2023-05-16 01:05:09,apk biskita aneh,apk biskita aneh,apk biskita aneh,apk biskita aneh,apk biskita aneh,"['apk', 'biskita', 'aneh']","['apk', 'biskita', 'aneh']",Negatif
2023-05-16 00:40:02,"Direktur Utama PT Transportasi Jakarta (Transjakarta) Welfizon Yuza mengungkapkan tahun ini pihaknya akan melakukan uji coba penyambungan rute dengan Trans Pakuan. Namun, terkait waktu pastinya uji coba itu masih dalam tahap pembahasan.

 #Sindonews #news .https://t.co/K8tBc9wqYn","direktur utama pt transportasi jakarta transjakarta welfizon yuza mengungkapkan tahun ini pihaknya akan melakukan uji coba penyambungan rute dengan trans pakuan namun terkait waktu pastinya uji coba itu masih dalam tahap pembahasan 

",direktur utama pt transportasi jakarta transjakarta welfizon yuza mengungkapkan tahun ini pihaknya akan melakukan uji coba penyambungan rute dengan trans pakuan namun terkait waktu pastinya uji coba itu masih dalam tahap pembahasan,direktur utama pt transportasi jakarta transjakarta welfizon yuza uji coba penyambungan rute trans pakuan terkait waktu pastinya uji coba tahap pembahasan,direktur utama pt transportasi jakarta transjakarta welfizon yuza uji coba sambung rute trans paku kait waktu pasti uji coba tahap bahas,"['direktur', 'utama', 'pt', 'transportasi', 'jakarta', 'transjakarta', 'welfizon', 'yuza', 'uji', 'coba', 'sambung', 'rute', 'trans', 'paku', 'kait', 'waktu', 'pasti', 'uji', 'coba', 'tahap', 'bahas']","['direktur', 'utama', 'pt', 'transportasi', 'jakarta', 'transjakarta', 'welfizon', 'yuza', 'uji', 'coba', 'penyambungan', 'rute', 'trans', 'pakuan', 'terkait', 'waktu', 'pastinya', 'uji', 'coba', 'tahap', 'pembahasan']",Netral
2023-05-16 00:26:18,@Biskita_id nunggu biskita memang selama ini y? zz,nunggu biskita memang selama ini zz,menunggu biskita memang selama ini zz,menunggu biskita zz,tunggu biskita zz,"['tunggu', 'biskita', 'zz']","['menunggu', 'biskita', 'zz']",Negatif
2023-05-16 00:02:04,Tiap hari tuh ada aja cerita lucu penumpang biskita😂,tiap hari tuh ada aja cerita lucu penumpang biskita,tiap hari tuh ada saja cerita lucu penumpang biskita,tuh cerita lucu penumpang biskita,tuh cerita lucu tumpang biskita,"['tuh', 'cerita', 'lucu', 'tumpang', 'biskita']","['tuh', 'cerita', 'lucu', 'penumpang', 'biskita']",Positif
2023-05-15 18:16:30,"takut masa ku spill the tea kelak , u mental sis. Dirik ya berpenyakit kad kunin dirik ya sis hehehhe biskita",takut masa ku spill the tea kelak u mental sis dirik ya berpenyakit kad kunin dirik ya sis hehehhe biskita,takut masa ku spill the tea kelak lu mental sis dirik ya berpenyakit kad kunin dirik ya sis hehehhe biskita,takut ku spill the tea kelak lu mental sis dirik ya berpenyakit kad kunin dirik ya sis hehehhe biskita,takut ku spill the tea kelak lu mental sis dirik ya sakit kad kunin dirik ya sis hehehhe biskita,"['takut', 'ku', 'spill', 'the', 'tea', 'kelak', 'lu', 'mental', 'sis', 'dirik', 'ya', 'sakit', 'kad', 'kunin', 'dirik', 'ya', 'sis', 'hehehhe', 'biskita']","['takut', 'ku', 'spill', 'the', 'tea', 'kelak', 'lu', 'mental', 'sis', 'dirik', 'ya', 'berpenyakit', 'kad', 'kunin', 'dirik', 'ya', 'sis', 'hehehhe', 'biskita']",Spam/Hapus
2023-05-15 14:54:01,"TransJakarta segera Uji Coba Penyambungan Rute Layanan Trans Pakuan

https://t.co/escBwMikN7","transjakarta segera uji coba penyambungan rute layanan trans pakuan

",transjakarta segera uji coba penyambungan rute layanan trans pakuan,transjakarta uji coba penyambungan rute layanan trans pakuan,transjakarta uji coba sambung rute layan trans paku,"['transjakarta', 'uji', 'coba', 'sambung', 'rute', 'layan', 'trans', 'paku']","['transjakarta', 'uji', 'coba', 'penyambungan', 'rute', 'layanan', 'trans', 'pakuan']",Netral
2023-05-15 10:39:54,@ambitchaos biskita masih gratis kak?,biskita masih gratis kak,biskita masih gratis kak,biskita gratis kak,biskita gratis kak,"['biskita', 'gratis', 'kak']","['biskita', 'gratis', 'kak']",Netral
2023-05-15 08:54:50,rare moment balik jam setengah 4 duduk di biskita,rare moment balik jam setengah duduk di biskita,rare moment balik jam setengah duduk di biskita,rare moment jam duduk biskita,rare moment jam duduk biskita,"['rare', 'moment', 'jam', 'duduk', 'biskita']","['rare', 'moment', 'jam', 'duduk', 'biskita']",Positif
2023-05-15 08:32:43,"Trans Pakuan dan Trans Jakarta Tandatangani Nota Kesepakatan, Siap Integrasi Layanan https://t.co/IgsPJ0wmem

#pemkotbogor #welovebogor #bogohkabogor #bogorberlari https://t.co/t3wMyo208i","trans pakuan dan trans jakarta tandatangani nota kesepakatan siap integrasi layanan 

",trans pakuan dan trans jakarta tandatangani nota kesepakatan siap integrasi layanan,trans pakuan trans jakarta tandatangani nota kesepakatan integrasi layanan,trans paku trans jakarta tandatangani nota sepakat integrasi layan,"['trans', 'paku', 'trans', 'jakarta', 'tandatangani', 'nota', 'sepakat', 'integrasi', 'layan']","['trans', 'pakuan', 'trans', 'jakarta', 'tandatangani', 'nota', 'kesepakatan', 'integrasi', 'layanan']",Netral
2023-05-15 08:07:41,"@tjibinongqueer kak mau nanya, ini biskita udah berbayar apa belum ya?",kak mau nanya ini biskita udah berbayar apa belum ya,kak mau bertanya ini biskita sudah berbayar apa belum ya,kak mau biskita berbayar apa belum ya,kak mau biskita bayar apa belum ya,"['kak', 'mau', 'biskita', 'bayar', 'apa', 'belum', 'ya']","['kak', 'mau', 'biskita', 'berbayar', 'apa', 'belum', 'ya']",Netral
2023-05-15 07:03:53,first time naik biskita karna w adlh warga kabupaten https://t.co/Ckion08znh,first time naik biskita karna w adlh warga kabupaten,first time naik biskita karena gue adalah warga kabupaten,first time naik biskita gue warga kabupaten,first time naik biskita gue warga kabupaten,"['first', 'time', 'naik', 'biskita', 'gue', 'warga', 'kabupaten']","['first', 'time', 'naik', 'biskita', 'gue', 'warga', 'kabupaten']",Positif
2023-05-15 06:02:06,@arrffk Btw ada halte biskita depan Ramayana tajur nderr,btw ada halte biskita depan ramayana tajur nderr,btw ada halte biskita depan ramayana tajur nderr,btw halte biskita ramayana tajur nderr,btw halte biskita ramayana tajur nderr,"['btw', 'halte', 'biskita', 'ramayana', 'tajur', 'nderr']","['btw', 'halte', 'biskita', 'ramayana', 'tajur', 'nderr']",Netral
